year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
2004,31/12/2004,dwellings,4382521,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2005,31/12/2005,dwellings,4407248,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2006,31/12/2006,dwellings,4439267,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2007,31/12/2007,dwellings,4473356,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2008,31/12/2008,dwellings,4506793,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2009,31/12/2009,dwellings,4530576,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2010,31/12/2010,dwellings,4551433,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2011,31/12/2011,dwellings,4572564,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2012,31/12/2012,dwellings,4599786,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2013,31/12/2013,dwellings,4633678,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2014,31/12/2014,dwellings,4669081,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2015,31/12/2015,dwellings,4716568,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2016,31/12/2016,dwellings,4795717,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2017,31/12/2017,dwellings,4859252,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2018,31/12/2018,dwellings,4924792,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2019,31/12/2019,dwellings,4978239,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2020,31/12/2020,dwellings,5037444,Sweden,Sweden,country,Sweden,Central/North Europe,07/06/2021,07/06/2021,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",22/04/2021,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1991,31/12/1991,dwellings,819611,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1992,31/12/1992,dwellings,828902,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1993,31/12/1993,dwellings,837448,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1994,31/12/1994,dwellings,843659,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1995,31/12/1995,dwellings,847281,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1996,31/12/1996,dwellings,852113,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1997,31/12/1997,dwellings,856798,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1998,31/12/1998,dwellings,861725,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1999,31/12/1999,dwellings,867620,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2000,31/12/2000,dwellings,873373,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2001,31/12/2001,dwellings,879713,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2002,31/12/2002,dwellings,888861,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2003,31/12/2003,dwellings,897408,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2004,31/12/2004,dwellings,907412,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2005,31/12/2005,dwellings,915157,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2006,31/12/2006,dwellings,925444,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2007,31/12/2007,dwellings,936932,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2008,31/12/2008,dwellings,948647,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2009,31/12/2009,dwellings,958525,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2010,31/12/2010,dwellings,966441,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2011,31/12/2011,dwellings,975162,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2012,31/12/2012,dwellings,984073,Stockholm,Metropolitan Stockholm,city-region,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
